ランボー,(セットク 説得),(タズネル 訪ねる),(グンポー 軍法),(ジブン 自分),(エイガ 映画),(キューシュツ 救出),(ホリョ 捕虜),(トラエル 捕える),(トーコー 投降),(シャサツ 射殺),(ガクセイ 学生),(ガンキョー 頑強),(ゴーブク 降伏),(タイホ 逮捕),(ツレル 連れる),(ハナシアイ 話し合い),(ホーモン 訪問),(ジドーシャ 自動車),(ダッソー 脱走),(ヤクソク 約束),(コモル 篭る),(シャカイ 社会),(ヤブル 破る),(ケンキュー 研究),(イキウメ 生き埋め),(ドクダン 独断),(ボッシュー 没収),(アンナイ 案内),(ジョーケン 条件),(セイフ 政府),(エガク 描く),(サガス 探す),(ハイジョ 排除),(ソーサク 捜索),(アゲル 挙げる),(キョヒ 拒否),(ナゲル 投げる),(ショーダク 承諾),(センシャ 戦車),(センジュツ 戦術),(センジ 戦時),(ナグサメル 慰める),(オモイ 思い),(オーセン 応戦),(シンテキ 心的),(マチカマエル 待ち構える),(ユミヤ 弓矢),(シューヘイ 州兵),(イソーロー 居候),(スガタ 姿),(コードー 坑道),(トラワレル 囚われる),(フクメル 含める),(シジョー 史上),(ハンゲキ 反撃),(カセイ 加勢),(ヨーヘイ 傭兵),(ホアン 保安),(イライ 依頼),(シヨー 使用),(ツカウ 使う),(ニンム 任務),(イッコー 一行),(ホープ ホープ),(ピストル ピストル),(パトカー パトカー),(ナイフ ナイフ),(トラブル トラブル),(ジャングル ジャングル),(コンピュータアーキテクチャ コンピュータアーキテクチャ),(ガソリンスタンド ガソリンスタンド)
カサレヴサ,(コーヨー 公用),(セイシキ 正式),(ヒョージュン 標準),(ユイイツ 唯一)
マウリッツ,(ジュー 銃),(ギャクテン 逆転),(コーアン 考案),(アミダス 編み出す),(ソートク 総督),(イキル 生きる),(シキョ 死去),(シボー 死亡),(セイシャ 斉射),(ジューケイ 従兄),(コーケイ 後継),(ショージュー 小銃),(ショーコー 将校),(イモート 妹),(ゲンカク 厳格),(キョーテイ 協定),(コベツ 個別),(チュータイ 中隊),(チューシン 中心)
塔婆,(タテル 立てる),(メズラシイ 珍しい),(タカイ 高い),(クイコム 食い込む),(アツメル 集める),(ボダイジ 菩提寺),(ノコル 残る),(ホンドー 本堂),(ボーフー 暴風),(ホーノー 奉納),(シューフク 修復),(ブットー 仏塔),(ナラベル 並べる),(ナラブ 並ぶ),(ジョーブ 上部)
ユーリズミックス,(ケッセイ 結成),(カイサン 解散)
カルロ・マリア・ジュリーニ,(シュセキ 首席),(ヒキイル 率いる),(アゲル 挙げる),(インタイ 引退)
タルボット,(ニュー ニュー),(コーワ 講和),(オソウ 襲う),(オーリツ 王立),(ショユー 所有),(フッカツ 復活),(フンキ 奮起),(シャシン 写真),(シューリ 修理),(ハクシャク 伯爵)
アダリア,(オトズレル 訪れる)
シラノール,(イッパン 一般)
くさや,(ナガイ 長い),(セイゾー 製造),(アブル 焙る),(ユーメイ 有名),(チラカル 散らかる),(ツクル 作る)
ウィンター,(プロデュース プロデュース),(ダイザイ 題材),(キンメダル 金メダル),(ケイカク 計画),(ゲンエキ 現役),(シメイ 指名),(フクメル 含める),(サクシ 作詞),(ヨセン 予選)
ヴァルン・ガーンディー,(コクミン 国民)
売却,(オコナウ 行う),(ケッテイ 決定),(ケントー 検討),(ハッピョー 発表),(ヨギナイ 余儀ない),(ススメル 進める),(カンリョー 完了),(キメル 決める),(モチカケル 持ちかける),(ススム 進む),(ミトメル 認める),(ダシン 打診),(キマル 決まる),(ジッシ 実施),(トーケツ 凍結),(ココロミル 試みる),(カンガエル 考える),(モトメル 求める),(モサク 模索),(ダンネン 断念),(テイアン 提案),(タントー 担当),(キボー 希望),(メイジル 命じる),(ウケル 受ける),(ゼンテイ 前提),(ケツダン 決断),(キョヒ 拒否),(メグル 巡る),(カノー 可能),(チューシ 中止),(カイシ 開始),(セマル 迫る),(ケイカク 計画),(クリカエス 繰り返す),(ハクシ 白紙),(セイシキ 正式),(ノゾム 望む),(コバム 拒む),(ハジメル 始める),(フクメル 含める),(イライ 依頼),(トンザ 頓挫),(キンジル 禁じる),(モクテキ 目的),(ケツイ 決意),(セイリツ 成立),(シッパイ 失敗),(ハカル 図る),(カソク 加速),(ヨテイ 予定),(タノム 頼む),(フセグ 防ぐ),(センタク 選択),(ツーチ 通知),(ミオクル 見送る),(ヒョーメン 表面),(ヒョーメイ 表明),(ツズケル 続ける),(セッキョク 積極),(アイツグ 相次ぐ),(メザス 目指す),(ショーニン 承認),(シイル 強いる),(バクフ 幕府),(ジツゲン 実現),(イタク 委託),(コンナン 困難),(フクム 含む),(トリザタ 取り沙汰),(トリヤメル 取り止める),(ゲンソク 原則),(マヌカレル 免れる),(テイシ 停止),(ソクシン 促進),(コーショー 交渉),(シュショー 主唱),(バブル バブル),(ヒナン 非難),(ヒジョー 非常),(ムズカシイ 難しい),(ノゾク 除く),(ボーシ 防止),(ヤキュー 野球),(オクレル 遅れる),(ツイキュー 追及),(ジンソク 迅速),(オキル 起きる),(コーニュー 購入),(カイトル 買取る),(ギロン 議論),(ギカイ 議会),(ニンカ 認可),(ワダイ 話題),(キョヨー 許容),(キョカ 許可),(キセイ 規制),(ミコス 見越す),(ヨーセイ 要請),(ヨーキュー 要求)
アヴァランシェ・ブレークダウン,(ハッセイ 発生),(オコス 起こす),(キョーデン 強電),(ハジマル 始まる),(コタイ 固体)
ムラサキオーストラリアムシクイ,(エガク 描く)
スタフィー,(マモノ 魔物),(オドロク 驚く),(ハダカ 裸),(シボー 死亡),(ソーサ 操作),(トリマク 取り巻く),(タスケル 助ける),(ツカエル 使える),(ゲカイ 下界)
ICMP,(ソーシン 送信),(リヨー 利用),(シヨー 使用),(フィルタ フィルタ)
クローディア・ミッチェル,(アラワレル 現れる)
ヴェラザノ・ナローズ・ブリッジ,(トーリ 通り)
ミヤビランベリ,(トラエル 捕らえる)
TAKAYO,(ダッタイ 脱退),(フサンカ 不参加),(メイン メイン)
リー・チョンウェイ,(ヤブル 破る)
ペイロードフェアリング,(ホーキ 放棄),(ヒラク 開く),(チョッケイ 直径),(ソナエル 備える),(シヨー 使用),(ロケット ロケット)
ベルナール・テブネ,(セイス 制す)
オマール・ナルバエス,(チョーキ 長期),(スーパー スーパー)
彘県,(セッチ 設置)
ガンカー・プンスム,(カンゼン 完全)
セフィロス,(タオス 倒す),(ケイカク 計画),(シボー 死亡),(ノゾク 除く),(オイカケル 追いかける),(コエル 超える),(ビケイ 美形),(トージョー 登場),(トクシュ 特殊),(ユダン 油断),(ハハオヤ 母親),(ボーソー 暴走),(コキョー 故郷),(フリハラウ 振り払う),(ヒロイ 広い),(ジッケン 実験),(タカラ 宝),(シューイ 周囲),(ミギカタ 右肩),(コダイ 古代),(シュッサン 出産),(ナカマ 仲間),(ヒトビト 人々),(フイウチ 不意打ち),(ジョーハンシン 上半身),(コピー コピー)
ほうれんそう,(タベル 食べる),(ツクル 作る)
アウグステ・ヴィクトリア,(タイイ 退位),(ミシル 見知る),(ジョオー 女王),(フンスイ 噴水),(レッシャ 列車),(コーシャク 公爵)
スーフリエール・ヒルズ,(フンカ 噴火)
プラントル,(カイテン 回転)
サイコトロニクス,(ソンザイ 存在)
トリートメントコーディネーター,(ナノル 名乗る)
インパネシフト,(サイヨー 採用),(キホン 基本),(トーサイ 搭載)
ノリッジ,(バッキン 罰金),(グループ グループ)
パレスチナイロワケガエル,(セイソク 生息)
医書,(アラワス 著す),(アツメル 集める),(イッシツ 逸失),(コーニュー 購入),(ホンヤク 翻訳),(ヘンサン 編纂),(ケンキュー 研究),(モトメル 求める),(ノコス 残す),(エガク 描く),(フッコク 復刻),(ドダイ 土台),(サンコー 参考),(サンショー 参照)
ダッシュボード,(アタエル 与える),(サイヨー 採用),(ウツクシイ 美しい),(ソナエル 備える),(イッシン 一新),(ヒジョー 非常),(フルエル 震える),(ノゾク 除く),(カイハツ 開発),(ツージョー 通常),(キドー 起動),(ゴーカ 豪華),(フクスー 複数),(ソービ 装備),(トージョー 登場),(ハッピョー 発表),(ヨーイ 用意),(モチイル 用いる),(アサル 漁る),(モクメ 木目),(アタラシイ 新しい),(カイリョー 改良),(ヒロイ 広い),(サユー 左右),(ドーニュー 導入),(タイシュー 大衆),(オーキイ 大きい),(カワル 変わる),(ヨビダス 呼び出す),(フクメル 含める),(フクム 含む),(トリツケル 取り付ける),(ジョシュ 助手),(サッシン 刷新),(リヨー 利用),(ソナワル 備わる),(シヨー 使用),(チューシン 中心),(イッパン 一般),(イッタイ 一体),(ボディ ボディ),(プロジェクト プロジェクト),(フロント フロント),(フェイズ フェイズ),(ドライバー ドライバー),(トレイ トレイ),(トリム トリム),(タコメーター タコメーター),(カスタマイズ カスタマイズ),(ウッド ウッド)
エルファシル,(ドーロ 道路),(メグル 巡る)
アマンシオ・アマロ,(カントク 監督),(インタイ 引退)
川底,(アサイ 浅い),(ホリサゲル 掘り下げる),(フカイ 深い),(タカイ 高い),(トール 通る),(ミエル 見える),(ソーコー 走行),(アサル 漁る),(シュンセツ 浚渫),(サラウ 浚う),(シンショク 侵食),(ロシュツ 露出),(ユーホドー 遊歩道),(ハシル 走る),(チョーサ 調査),(ミセル 見せる),(ケイユ 経由),(カクニン 確認),(スナジ 砂地),(ジャリ 砂利),(トショー 渡渉),(カイメン 海面),(アライ 洗),(オヨグ 泳ぐ),(オーダン 横断),(アカルイ 明るい),(エグル 抉る),(ヒッカク 引っかく),(ヒロイ 広い),(ヘイタン 平坦),(ヒラチ 平地),(ヒアガル 干上がる),(アンテイ 安定),(コノム 好む),(オーキイ 大きい),(ウメル 埋める),(シューヘン 周辺),(マワリ 周り),(ケズレル 削れる),(ヒクイ 低い),(キューリョー 丘陵),(サゲル 下げる),(サガル 下がる),(コンクリート コンクリート),(アンダー アンダー)
シュトラルズント,(カイホー 解放),(キライ 機雷),(オーロラ オーロラ)
トルメキア,(ダッシュ 奪取),(メイシュ 盟主)
ラインハルト・ハイドリヒ,(アンサツ 暗殺),(シンエイタイ 親衛隊),(シュドー 主導),(ジシン 自身),(ソートク 総督),(ケイショー 継承),(シボー 死亡),(ニギル 握る),(スイセン 推薦),(コーニン 後任),(サダメル 定める),(フクム 含む),(シノブ 偲ぶ),(ニンジル 任じる),(シュサイ 主催),(ゲシュタポ ゲシュタポ)
ロビー・オリヴィエ,(アイテ 相手)
国力,(ヒヘイ 疲弊),(ショーモー 消耗),(カイフク 回復),(オトロエル 衰える),(スイタイ 衰退),(テイカ 低下),(タカメル 高める),(ジュージツ 充実),(ゾーキョー 増強),(オーキイ 大きい),(ゾーダイ 増大),(タクワエル 蓄える),(キューソク 急速),(イチジルシイ 著しい),(ハイケイ 背景),(オーハバ 大幅),(ジャクタイ 弱体),(コエル 超える),(アラワス 表す),(キョーダイ 強大),(スイビ 衰微),(オチル 落ちる),(ソードーイン 総動員),(シメス 示す),(ハカル 測る),(ゲンタイ 減退),(ツカイハタス 使い果たす),(シンチョー 伸張),(ジョーショー 上昇),(タカマル 高まる),(ヒヤク 飛躍),(グンジ 軍事),(キョーカ 強化),(ヨワメル 弱める),(ヨワマル 弱まる),(ウバウ 奪う),(ノバス 伸ばす),(タカイ 高い),(ゲンカイ 限界),(ホコル 誇る),(チクセキ 蓄積),(ソータイ 総体),(ケッシュー 結集),(ハッキ 発揮),(ハッテン 発展),(ショーヒ 消費),(ローヒ 浪費),(ユース 有す),(ササエル 支える),(カクダイ 拡大),(センソー 戦争),(キューゲキ 急激),(ビジャク 微弱),(ツヨメル 強める),(ツヨイ 強い),(シッツイ 失墜),(ゾーカ 増加),(コーカ 効果),(チョーラク 凋落),(ケイチュー 傾注),(トボシイ 乏しい),(セカイ 世界),(スリヘラス すり減らす),(タカメ 高め),(ヨーセイ 養成),(ヤシナウ 養う),(シューチュー 集中),(ジューシ 重視),(テキヨー 適用),(カダイ 過大),(ユタカ 豊か),(チョーサ 調査),(ショーサイ 詳細),(ショーメイ 証明),(ミセツケル 見せつける),(ゼイジャク 脆弱),(タエル 耐える),(コーリョ 考慮),(ツズク 続く),(ゼッチョー 絶頂),(ムラサキ 紫),(キソウ 競う),(トッシュツ 突出),(シャカイ 社会),(スリツブス 磨り潰す),(チャクジツ 着実),(ソートー 相当),(サカン 盛ん),(ハッセイ 発生),(カクトク 獲得),(ゲキゲン 激減),(ハゲシイ 激しい),(ソソギコム 注ぎ込む),(ケッテイテキ 決定的),(モトメル 求める),(センメツ 殲滅),(ノコル 残る),(セイジョー 正常),(キョクタン 極端),(キョクド 極度)
鍾会,(チンゼイ 鎮西),(ハンラン 反乱),(ウラギル 裏切る),(エビス 胡),(タイグン 大軍),(オーアナ 大穴),(エンセイ 遠征),(ニゲル 逃げる),(オコス 起こす),(ホメソヤス 誉めそやす),(ウチトル 討ち取る),(ラクバ 落馬),(ソーショ 草書),(ジサク 自作),(ドクリツ 独立),(ドクダン 独断),(ホロボス 滅ぼす),(ハケン 派遣),(コロス 殺す),(スイキョ 推挙),(タイジ 対峙),(シボー 子房),(ウケイレル 受け入れる),(カッテ 勝手),(コーセキ 功績),(カイケン 会見),(シカン 仕官),(ジンブツ 人物),(ウマイ 上手い),(クーデター クーデター)
メンゼン,(クズス 崩す)
プレースキッカー,(ツトメル 務める),(タントー 担当),(マカス 任す),(ベテラン ベテラン)
マクリーシュ,(タイニン 退任),(ワカテ 若手),(ゲイジュツ 芸術),(リューニン 留任),(テハジメ 手始め),(フリーエージェント フリーエージェント),(サポーター サポーター)
カタフラクト,(カカワル 関わる),(カイハツ 開発),(ハイス 配す),(エンゴ 援護),(タントー 担当)
ジンバリスト,(ナクナル 亡くなる)
ウィングバック,(シュジク 主軸),(フルバック フルバック)
快楽,(モトメル 求める),(ツイキュー 追求),(カンジル 感じる),(ミイダス 見出す),(ムサボル 貪る),(アタエル 与える),(アジワウ 味わう),(タノシム 楽しむ),(ナガイ 長い),(オイモトメル 追い求める),(オボエル 覚える),(ヒョーゲン 表現),(リカイ 理解),(ウケル 受ける),(トモナウ 伴う),(キョージュ 享受),(コーキュー 高級),(ジョキョ 除去),(ジューシ 重視),(レンソー 連想),(シンタイ 身体),(オコス 起こす),(サンビ 賛美),(ショーチョー 象徴),(サソウ 誘う),(キョヨー 許容),(カイホー 解放),(フクザツ 複雑),(アラワス 表す),(ムシケラ 虫けら),(ジシュク 自粛),(ジブン 自分),(ケイケン 経験),(メザメル 目覚める),(モクテキ 目的),(メザス 目指す),(サンシュツ 産出),(ゲンジツ 現実),(ゲンショー 減少),(フカメル 深める),(フカイ 深い),(ノゾマシイ 望ましい),(サイダイ 最大),(シハイ 支配),(サガス 探す),(サイヨー 採用),(ステサル 捨て去る),(ステル 捨てる),(キョード 強度),(ヒキオコス 引き起こす),(ツクス 尽くす),(ソンチョー 尊重),(ジッカン 実感),(マナブ 学ぶ),(ゾーフク 増幅),(アジワエル 味わえる),(フクム 含む),(ナノル 名乗る),(タンジュン 単純),(ボンヨー 凡庸),(マットー 全う),(ユーセン 優先),(ウナガス 促す),(キョーキュー 供給),(タイケン 体験),(チブサ 乳房),(シュカンセイ 主観性),(バンブツ 万物),(タブー タブー)
モニカ・ベルッチ,(ムカエル 迎える),(ムスコ 息子)
ファレノプシス,(ツイゲキ 追撃),(カワス 交わす)
インジナビル,(セッシュ 摂取)
フアン・カルロス,(コーケイ 後継),(オーイ 王位),(セイトー 正統),(シメイ 指名),(コクオー 国王),(ウケイレル 受け入れる)
フランシスコ・ヘント,(キャプテン キャプテン)
デコレーション,(ホドコス 施す),(オコナウ 行う),(カノー 可能),(ツケル 付ける),(カザル 飾る),(ノゾク 除く),(ツイカ 追加),(ゴーカ 豪華),(カレイ 華麗),(キソウ 競う),(アラワレル 現れる),(フキュー 普及),(ヒカエメ 控えめ),(タントー 担当),(マナブ 学ぶ),(ジュージツ 充実),(ソナエル 備える),(コジン 個人),(シヨー 使用),(ウマイ 上手い),(メイン メイン)
外局,(ノゾク 除く),(セッチ 設置),(キサイ 記載),(バングミ 番組),(ホンショー 本省),(タントー 担当),(ソンザイ 存在),(フクメル 含める),(ネット ネット)
渡世人,(コームル 被る),(エンジル 演じる),(ホーフツ 彷彿),(メイトー 名刀),(ジンギ 仁義),(バッタバッタ バッタバッタ)
草花,(ウエル 植える),(エガク 描く),(ソダテル 育てる),(キレイ 綺麗),(タノシム 楽しむ),(サイバイ 栽培),(クチク 駆逐),(アツメル 集める),(カンショー 鑑賞),(キゲン 起源),(ミワケル 見分ける),(ヨースル 要する),(ハナビ 花火),(ジセイ 自生),(イクセイ 育成),(コマカイ 細かい),(ツミカサネル 積み重ねる),(ナガメル 眺める),(ハエル 生える),(ドクジ 独自),(ミチル 満ちる),(ノコス 残す),(タノシメル 楽しめる),(ゴクサイショク 極彩色),(ショクセイ 植生),(マクラ 枕),(シキツメル 敷き詰める),(ギジン 擬人),(ツマム 摘む),(タントー 担当),(イロドル 彩る),(サンヤ 山野),(ドーニュー 導入),(コノム 好む),(オーイ 多い),(ズカン 図鑑),(ズアン 図案),(フクム 含む),(ブンプ 分布),(テイタイ 停滞),(シヨー 使用),(ツクリダス 作り出す),(バッサイ 伐採),(ジンコー 人工),(シュダイ 主題),(モチーフ モチーフ),(キャラ キャラ)
苻雄,(バッテイ 末弟)
マリオ・ベーン,(チーム チーム)
ハビエル・サネッティ,(カワキリ 皮切り),(メンバー メンバー)
イリヤ・プリゴジン,(サンイツ 散逸),(テイショー 提唱),(カガク 化学)
キアン,(コロス 殺す),(マホー 魔法),(フショー 負傷),(ジマン 自慢),(レンアイ 恋愛),(マイソー 埋葬),(ニンゲン 人間)
ミンククジラ,(タイショー 対象),(セイソク 生息),(ホゲイ 捕鯨),(チューシン 中心),(シイク 飼育),(ノゾク 除く),(ジューヨー 重要),(セキドー 赤道),(チョーサ 調査),(エモノ 獲物),(ゲンショー 減少),(コンドー 混同),(ホカク 捕獲),(ショーギョー 商業),(ウワマワル 上回る),(フィヨルド フィヨルド)
エディ・ジョブソン,(ザイセキ 在籍),(サンカ 参加),(カニュー 加入),(クワエル 加える),(レコーディング レコーディング),(イエス イエス)
斜視,(チリョー 治療),(ワズラウ 患う),(ゲンイン 原因)
説経節,(ウマレル 生まれる),(カタル 語る),(スイタイ 衰退),(ケンキュー 研究),(トリイレル 取り入れる),(ベンキョー 勉強),(ツクル 創る)
エスティガリビア,(ノーミン 農民),(センソー 戦争),(ゲンスイ 元帥),(ジコシ 事故死),(チャコ チャコ)
減反,(オコナウ 行う),(メイズル 命ずる),(ヨギナイ 余儀ない)
EUROX,(タントー 担当)
サユリスト,(ツラヌク 貫く)
ブルーディスティニー,(ユーメイ 有名),(タントー 担当),(カメラ カメラ)
アブドゥル・アルハザード,(ゲンシ 幻視)
メラニン,(セイセイ 生成),(ゴーセイ 合成),(フクム 含む),(ケツボー 欠乏),(ゾーカ 増加),(ツクレル 作れる),(ツクル 作る),(フソク 不足),(デンリ 電離),(チョゾー 貯蔵),(タンパク 蛋白),(ハダイロ 肌色),(シガイセン 紫外線),(ハッセイ 発生),(モチイル 用いる),(ムショク 無色),(カッパツ 活発),(キョクタン 極端),(ケイセイ 形成),(タイヨーコー 太陽光),(オーイ 多い),(ウケトル 受け取る),(ジューブン 十分),(ブンピツ 分泌),(キョーキュー 供給),(トボシイ 乏しい)
通運,(シンキ 新規),(ショユー 所有),(リヨー 利用)
キエーヴォ・ヴェローナ,(ブンリ 分離)
ヘット,(ツージョー 通常),(アトカタ 跡形),(ヒトリジメ 独り占め),(タイラゲル 平らげる),(ヒンシツ 品質),(ツカウ 使う)
ハワリンバヤル,(キホン 基本)
